,ci_course_no,test_time,ci_class_name,ci_student_number,ci_teacher_name,cr_name,cr_building
404,550ZP304,15,物理学类201班,38,于天宝,理生楼B501,理生楼
405,550ZP304,15,物理学类202班,36,王仲平,理生楼B502,理生楼
406,550ZP305,25,物理学类203班,40,刘笑兰,理生楼B201,理生楼
407,550ZP305,25,物理学类201班,39,刘小青,理生楼B202,理生楼
408,550ZP305,25,物理学类202班,35,王立,理生楼B203,理生楼
409,J6010G2007,4,建筑学191班,27,虞敏,建工楼A221,建工楼
410,J5310R0009,22,法学193班,38,陆明,法学楼A315,法学楼
411,J5310R0009,22,"知识产权191班,法学（卓越法律人才）194班",47,余渊,法学楼A317,法学楼
412,Z5910X0115,18,"机械设计制造及其自动化181班,机械设计制造及其自动化182班",62,肖勇,机电楼D202,机电楼
413,Z5910X0115,18,"机械设计制造及其自动化183班,机械设计制造及其自动化184班",62,万伟民,机电楼D302,机电楼
414,Z5910X0115,18,"机械设计制造及其自动化185班,机械设计制造及其自动化186班",64,刘玲腾,机电楼D402,机电楼
415,Z5920B0002,10,能源与动力工程191班,35,徐猛,机电楼D402,机电楼
416,Z5920B0002,10,能源与动力工程193班,41,姜光军,机电楼D502,机电楼
417,Z5920B0020,23,能源与动力工程193班,31,马春阳,机电楼D201,机电楼
418,Z5920B0020,23,能源与动力工程191班,38,曾文,机电楼D202,机电楼
419,Z5920B0020,23,能源与动力工程192班,32,刘勇,机电楼D204,机电楼
420,J5520N0009,5,"光电信息科学与工程191班,光电信息科学与工程192班",44,徐旭明,理生楼B201,理生楼
421,J5520N0009,5,"应用物理学（微电子方向）192班,应用物理学（应用电子方向）191班",58,王剑宇,理生楼B101,理生楼
422,J5520N0009,5,物理学191班,39,杨小松,理生楼B202,理生楼
423,Z780SB0002,19,生物科学192班,34,邹志文,理生楼B301,理生楼
424,Z780SB0002,19,生物科学191班,34,张欢,理生楼B302,理生楼
425,Z570SB0002,8,"材料科学与工程（金属材料方向）191班,材料科学与工程（金属材料方向）192班",45,余方新,材料楼A212,材料楼
426,Z570SB0002,8,材料科学与工程（无机非金属材料方向）194班,28,郭锐,材料楼A214,材料楼
427,Z570SB0002,8,材料科学与工程（无机非金属材料方向）193班,23,齐维靖,材料楼A215,材料楼
428,Z592KB0013,3,能源与动力工程172班,29,张莹,机电楼D308,机电楼
429,Z592KB0012,5,能源与动力工程172班,29,张莹,机电楼D208,机电楼
430,Z592KB0012,5,能源与动力工程171班,30,王志勇,机电楼D301,机电楼
431,Z592KB0012,5,能源与动力工程173班,28,赖家美,机电楼D303,机电楼
432,J7800N0006,23,"生物科学191班,生物科学192班",67,余潮,理生楼B101,理生楼
433,J7800N0006,23,"水产养殖学（卓越）191班,生态学191班",43,熊冬金,理生楼B201,理生楼
434,J7800N0006,23,"生物技术191班,生物技术192班",71,简少卿,理生楼B106,理生楼
435,Z582KB0124,1,环境科学与工程171班,30,陈建新,环境楼C604,环境楼
436,Z582KB0124,1,"环境工程171班,环境工程172班",57,邹友琴,环境楼C329,环境楼
437,Z582KB0110,0,环境工程182班,27,朱乐辉,环境楼C604,环境楼
438,Z5820B0103,5,环境工程182班,27,邵莉,环境楼C604,环境楼
439,Z5820B0101,9,环境工程182班,27,卢龙,环境楼C604,环境楼
440,610ZP220,18,"电子信息类201班,电子信息类202班,电子信息类203班",91,刘小东,信工楼E114,信工楼
441,610ZP220,18,"电子信息类204班,电子信息类205班,电子信息类206班",85,魏萍,信工楼E214,信工楼
442,610ZP220,18,"电子信息类207班,电子信息类208班",62,肖倩华,信工楼E226,信工楼
443,J6160G0014,16,"自动化191班,自动化192班,自动化193班",112,李倡洪,信工楼E214,信工楼
444,J6160G0014,16,"测控技术与仪器191班,测控技术与仪器192班",59,赵俊,信工楼E227,信工楼
445,Z6110B0035,1,计算机科学与技术（软件技术）185班,34,邱桃荣,信工楼E109,信工楼
446,Z6110B0035,1,"计算机科学与技术（软件技术）181班,计算机科学与技术（软件技术）182班,计算机科学与技术（软件技术）183班,计算机科学与技术（软件技术）184班",116,黄伟,信工楼E114,信工楼
447,Z6110B0035,1,"数据科学与大数据技术181班,计算机科学与技术（可视化技术）181班",69,张卫平,信工楼E214,信工楼
448,Z6110B0033,22,"计算机科学与技术（软件技术）185班,计算机科学与技术（可视化技术）181班",62,于海雯,信工楼E226,信工楼
449,Z6110B0033,22,"计算机科学与技术（软件技术）181班,计算机科学与技术（软件技术）182班",59,万明,信工楼E227,信工楼
450,Z6110B0033,22,"计算机科学与技术（软件技术）183班,计算机科学与技术（软件技术）184班",56,白小明,信工楼E330,信工楼
451,Z6110X0033,11,"计算机科学与技术（软件技术）181班,计算机科学与技术（软件技术）182班,计算机科学与技术（软件技术）183班",85,刘萍,信工楼E114,信工楼
452,Z6110X0033,11,"计算机科学与技术（软件技术）184班,计算机科学与技术（软件技术）185班",64,薛之昕,信工楼E331,信工楼
453,Z6110X0033,11,"数据科学与大数据技术181班,计算机科学与技术（卓越计划）181班",50,江顺亮,信工楼E444,信工楼
454,Z6110B0032,28,"计算机类191班,计算机类192班",84,陈海,信工楼E114,信工楼
455,Z6110B0032,28,"计算机类195班,计算机类196班",64,白似雪,信工楼E226,信工楼
456,Z6110B0032,28,"计算机类193班,计算机类194班",66,冯豫华,信工楼E227,信工楼
457,Z612SX0030,5,"电子信息工程182班,电子信息工程183班",55,徐晓玲,信工楼E444,信工楼
458,Z612SX0030,5,"通信工程（卓越计划）181班,通信工程181班,通信工程182班,通信工程183班,通信工程184班",50,刘建国,信工楼E445,信工楼
459,Z6120X0088,16,"通信工程（卓越计划）181班,电子信息工程181班,电子信息工程182班,电子信息工程183班,通信工程181班,通信工程182班,通信工程183班,通信工程184班",54,张福阳,信工楼E330,信工楼
460,J616SG0004,9,电气工程及其自动化192班,37,洪弘,信工楼E331,信工楼
461,J616SG0004,9,电气工程及其自动化193班,43,赵俊,信工楼E444,信工楼
462,J616SG0004,9,电气工程及其自动化191班,37,简文娟,信工楼E445,信工楼
463,Z613SB1008,6,电气工程及其自动化192班,36,陈瑛,信工楼E111,信工楼
464,Z613SB1008,6,电气工程及其自动化193班,42,夏永洪,信工楼E445,信工楼
465,Z613SB1008,6,电气工程及其自动化191班,36,吴法辉,信工楼E536,信工楼
466,J616SG0025,14,电气工程及其自动化192班,36,张西碧,信工楼E624,信工楼
467,J616SG0025,14,电气工程及其自动化193班,44,徐敏,信工楼E625,信工楼
468,Z611SB0033,26,"计算机科学与技术（软件技术）185班,计算机科学与技术（可视化技术）181班",63,于海雯,信工楼E226,信工楼
469,Z611SB0033,26,"计算机科学与技术（软件技术）181班,计算机科学与技术（软件技术）182班",59,万明,信工楼E227,信工楼
470,Z611SB0033,26,"计算机科学与技术（软件技术）183班,计算机科学与技术（软件技术）184班",56,白小明,信工楼E330,信工楼
471,Z611SX0033,16,"计算机科学与技术（软件技术）181班,计算机科学与技术（软件技术）182班,计算机科学与技术（软件技术）183班",85,刘萍,信工楼E316,信工楼
472,Z611SX0033,16,"计算机科学与技术（软件技术）184班,计算机科学与技术（软件技术）185班",64,薛之昕,信工楼E331,信工楼
473,Z611SX0033,16,"数据科学与大数据技术181班,计算机科学与技术（卓越计划）181班",49,江顺亮,信工楼E444,信工楼
474,Z611SB0002,32,"计算机类191班,计算机类192班",84,陈海,信工楼E114,信工楼
475,Z611SB0002,32,"计算机类195班,计算机类196班",64,白似雪,信工楼E226,信工楼
476,Z611SB0002,32,"计算机类193班,计算机类194班",67,冯豫华,信工楼E227,信工楼
477,Z613SX0002,15,自动化192班,35,杨莉,信工楼E107,信工楼
478,Z613SX0002,15,自动化193班,38,肖倩华,信工楼E109,信工楼
479,Z613SX0002,15,自动化191班,35,魏萍,信工楼E111,信工楼
480,606GL001,6,"土木类204班,土木类205班,土木类206班",93,杨晨琛,建工楼A506,建工楼
481,606GL001,6,"土木类207班,土木类208班",72,龚良贵,建工楼A222,建工楼
482,500TG010,1,临班221,40,谢飞,人文楼A132,人文楼
483,500TG010,1,临班343,53,曾清林,人文楼A241,人文楼
484,550CL003,4,临班331,50,武林,理生楼B101,理生楼
485,550CL003,4,临班402,35,陈涛,理生楼B301,理生楼
486,550CL003,4,临班403,35,赵洋,理生楼B302,理生楼
487,Z6130X0002,23,自动化192班,37,杨莉,信工楼E107,信工楼
488,Z6130X0002,23,自动化193班,37,肖倩华,信工楼E109,信工楼
489,Z6130X0002,23,自动化191班,38,魏萍,信工楼E111,信工楼
490,Z5950X0003,3,车辆工程181班,47,张超华,机电楼D202,机电楼
491,Z5950X0003,3,车辆工程182班,40,曹铭,机电楼D402,机电楼
492,Z5520B0014,1,物理学181班,38,王立,理生楼B201,理生楼
493,Z5520B0014,1,"光电信息科学与工程181班,光电信息科学与工程182班",46,王启胜,理生楼B101,理生楼
494,Z5020X0012,1,档案学181班,17,肖文华,人文楼A239,人文楼
495,Z5020X0012,1,档案学182班,18,张芳霖,人文楼A244,人文楼
496,Z5470X0008,7,"工商管理（企业管理）181班,工商管理（企业管理）182班",65,刘健,外经203,外经楼
497,Z5700X0024,11,"材料科学与工程（金属材料方向）181班,材料科学与工程（金属材料方向）182班",23,杜国平,材料楼A212,材料楼
498,Z5700X0024,11,"材料科学与工程（无机非金属材料方向）183班,材料科学与工程（无机非金属材料方向）184班",36,周潘兵,材料楼A214,材料楼
499,504ZH205,5,哲学202班,30,曾清林,人文楼A129,人文楼
500,504ZH205,5,哲学201班,26,尚田,人文楼A130,人文楼
501,504ZP103,13,哲学202班,28,谢飞,人文楼A129,人文楼
502,504ZP103,13,哲学201班,29,冉茂娥,人文楼A130,人文楼
503,504ZP202,20,哲学202班,28,余友辉,人文楼A132,人文楼
504,504ZP202,20,哲学201班,26,黄玉婧,人文楼A239,人文楼
505,Z5510B0004,8,数学与应用数学192班,35,陈磊,理生楼B201,理生楼
506,Z5510B0004,8,数学与应用数学191班,31,朱能,理生楼B202,理生楼
507,Z5510B0005,13,数学与应用数学192班,29,孙吉江,理生楼B202,理生楼
508,Z5510B0005,13,数学与应用数学191班,32,陈自力,理生楼B203,理生楼
509,Z5510X0001,16,数学与应用数学192班,38,曹红哲,理生楼B201,理生楼
510,Z5510X0001,16,数学与应用数学191班,30,曹廷彬,理生楼B202,理生楼
511,Z5520X0005,13,"光电信息科学与工程181班,光电信息科学与工程182班,物理学181班",38,张德建,理生楼B204,理生楼
512,Z5470B0008,11,"金融学（投资学）181班,金融学（投资学）183班",69,刘蓓,外经203,外经楼
513,Z5470X0027,14,"金融学（投资学）182班,金融学（投资学）183班",76,张横峰,外经101,外经楼
514,Z5470X0024,17,"金融学（投资学）181班,金融学（投资学）182班",69,刘健,外经102,外经楼
515,Z5470X0023,20,"金融学（投资学）181班,金融学（投资学）182班",76,谌卫学,外经101,外经楼
516,Z5470X0022,27,"金融学（投资学）181班,金融学（投资学）182班",75,李晶,外经101,外经楼
517,Z5470X0026,31,"金融学（投资学）181班,金融学（投资学）182班",69,刘健,外经101,外经楼
518,Z5700B0004,4,高分子材料与工程（高分子材料方向）191班,31,孙韡,材料楼A217,材料楼
519,Z5700B0004,4,高分子材料与工程（聚合物复合材料方向）192班,27,彭志平,材料楼A218,材料楼
520,501ZX212,24,"中国语言文学类201班,中国语言文学类202班,中国语言文学类203班",57,管华,人文楼A241,人文楼
521,501ZX212,24,"中国语言文学类204班,中国语言文学类205班",26,吴小吟,人文楼A129,人文楼
522,501ZX306,30,"中国语言文学类204班,中国语言文学类205班",29,刘毅青,人文楼A129,人文楼
523,501ZX306,30,"中国语言文学类201班,中国语言文学类202班,中国语言文学类203班",52,徐文新,人文楼A240,人文楼
524,501ZX101,23,"中国语言文学类204班,中国语言文学类205班",39,刘小川,人文楼A129,人文楼
525,501ZX101,23,"中国语言文学类201班,中国语言文学类202班,中国语言文学类203班",54,吴杰华,人文楼A240,人文楼
526,501ZX209,35,"中国语言文学类204班,中国语言文学类205班",38,吴晓龙,人文楼A129,人文楼
527,501ZX209,35,"中国语言文学类201班,中国语言文学类202班,中国语言文学类203班",54,周鹏,人文楼A240,人文楼
528,Z5010X0034,11,"汉语言文学183班,汉语言文学184班",59,张国功,人文楼A241,人文楼
529,Z5010X0055,14,"汉语言文学183班,汉语言文学184班",63,陈锦春,人文楼A243,人文楼
530,Z5010X0005,20,"汉语言文学183班,汉语言文学184班",46,何志钧,人文楼A240,人文楼
531,Z5010X0005,20,"汉语言文学181班,汉语言文学182班",34,李精耕,人文楼A242,人文楼
